id,expense_description,tipo_de_lancamento,expense_value_v2,expense_date,expense_person,expense_receipt,budget_id,expense_status,expense_refundable,valor_reembolso_parcial,expense_payment_date,expense_notes,comentarios_lideranca,deseja_alocar_o_reembolso_em_um_centro_de_custo_diferente_do_se,centro_de_custo_realocacao,cost_center,created_at,updated_at
4537bfcb-c61f-41bc-ad8a-09c34621adbe,,Transporte,500,2023-11-13,,Sorveteria - Comprovante.pdf,,Negada por finance,,,,,,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
13a47e8d-41d2-44e7-994d-9a9c897da2a4,,Compra Escritório,1000,2023-11-16,,Recibo Padaria Moinho 28.09.23.jpg,,Negada por finance,,,,,,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
ee67a785-e70f-4286-b712-69d4164fa50d,,Transporte,5847,2023-11-23,,IMG_9195.PNG,,Paga,,,,,,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
ff2c4786-cdc8-4a12-93de-0190ea3e8ae9,,Outros,5150,2023-11-23,,IMG_9197.PNG,,Paga,,,,,,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
41a58e54-7e1d-478f-b907-1aa55b67d4a0,,Outros,41960,2023-11-24,,Image-1 (1).jpg,,Paga,,,,,,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
0f510972-688f-4123-bb7f-9cf7569473e4,,Transporte,5,2023-12-11,,2023.10.24 - Infobanc - 10.2023 - NFSe 3200.pdf,,Negada por finance,,,,,,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
08472dfa-111a-4146-a6f6-d30e7901239f,,Transporte,1,2023-12-11,,NG IP - CNAE.pdf,,Negada por finance,,,,,,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
b013dcc6-5b16-4026-abf8-0ee5a0168ed8,,Refeição,2,2023-12-11,,NG IP - CNAE.pdf,,Negada por finance,,,,,,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
c83695b2-2ee5-4818-850c-4f18d128b5cb,,Hospedagem,3,2023-12-11,,NG IP - CNAE.pdf,,Negada por finance,,,,,Falta de documentação,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
5dd3cd2d-b403-41f4-9f90-11530b8fca53,,Transporte,5,2023-12-12,,Fattura 79953.pdf,,Negada por finance,,,,,,,,,2026-03-30T22:25:32+00:00,2026-03-30T22:25:32+00:00
