id,expense_description,tipo_de_lancamento,expense_value_v2,expense_date,expense_person,expense_receipt,budget_id,expense_status,expense_refundable,valor_reembolso_parcial,expense_payment_date,expense_notes,comentarios_lideranca,deseja_alocar_o_reembolso_em_um_centro_de_custo_diferente_do_se,centro_de_custo_realocacao,cost_center,created_at,updated_at
36d9ffce-ad7d-4015-b52b-081a02cce6dd,,Reembolso,3500.0,2024-06-03,,,,,Parcial,3000.0,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
37d2b15f-f9cd-4c7c-ab74-610c7f99bde4,,Reembolso,4844.0,2024-06-06,,,,,,,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
9789e9d2-8bb9-45af-857e-c2c61c36b32a,,Reembolso,9900.0,2024-06-10,,,,,,,,,,,Operações,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
8b85f9cb-4107-4831-b38e-20f3c00591e0,,Reembolso,3000.0,2024-06-10,,,,,Sim,,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
56dc57bd-1507-4f24-96a8-10d65d5ac382,,Reembolso,8590.0,2024-06-11,,,,,Parcial,3000.0,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
bcd2b4ce-7a17-4b4e-b6e7-9706808cc7d9,,Reembolso,3000.0,2024-06-10,,,,,,,,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
6eeb039a-f4f5-4f79-aa76-3fed35c919a6,,Reembolso,3000.0,2024-06-12,,,,,Sim,,2024-06-28,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
c4da8a06-271f-4795-ae86-bcdcb0a355fd,,Reembolso,8590.0,2024-06-13,,,,,Sim,3000.0,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
0861ce9d-96ca-45bc-9568-55338f4f6b4c,,Reembolso,3000.0,2024-06-13,,,,,,,2024-06-28,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
18cce922-5a43-491c-812b-6389f35d6649,,Reembolso,3000.0,2024-06-13,,,,,,,,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
c6cb761c-b142-4d79-aabd-8aa1312fdfd0,,Reembolso,1990.0,2024-06-14,,,,,Sim,,2024-06-28,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
41d788e0-965e-4322-8bd7-cf92c246d2cb,,Reembolso,2902.0,2024-06-14,,,,,Sim,,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
67de450d-a696-4490-bd78-3b512a5a9178,,Reembolso,3000.0,2024-06-17,,,,,Sim,,2024-06-28,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
8e18a3b6-8c7e-44df-a3f5-6eeedff09484,,Reembolso,3000.0,2024-06-17,,,,,Parcial,3000.0,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
ec82e5d7-3a36-40a5-9a29-0d9dc1a9eb50,,Reembolso,15000.0,2024-06-17,,,,,Parcial,15000.0,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
e3cff55a-50b1-476b-9beb-7f7375f8271a,,Reembolso,8990.0,2024-06-17,,,,,Parcial,3000.0,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
c091bf34-7afd-4906-b7b0-c83af889ca4b,,Reembolso,4125.0,2024-06-02,,,,,Sim,3000.0,2024-06-28,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
d468852e-79e8-4aca-b885-07cb96f736e1,,Reembolso,3000.0,2024-06-17,,,,,Sim,3000.0,2024-06-25,Gympass/wellhub,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
1a778ae3-3896-4082-97da-5973a4153c22,,Reembolso,3000.0,2024-06-17,,,,,Sim,,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
d7d1b307-f1ce-416f-9072-9bf23c8f0fd1,,Reembolso,15000.0,2024-06-17,,,,,Sim,,2024-06-25,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
5d1f81b0-56b9-4b84-a573-ff8adea5235a,,Reembolso,3000.0,2024-07-11,,,,,Sim,3000.0,2024-07-26,,,,,,2026-03-31T04:20:03+00:00,2026-03-31T04:20:03+00:00
